object_id,gmted_drainage_density_without_1,srtm_filled_dem,GCN250_ARCIII_average,Inundation,sum,assam_dist_from_major_rivers_updated_3857,strm_filled_slope_degrees,ndvi,assam_soil_silt,assam_soil_loamysand,assam_soil_rocky,assam_lith_neogene,assam_lith_paleogene,assam_lith_paleozoic,assam_lith_quaternary,assam_lith_tertiary,assam_lith_undevelopedprecambrian,assam_lith_water,landuse_rangeland,landuse_vegetation,landuse_water,ind_ppp_UNadj,aged,young,percaay,deprived,nophone,noSanitation,nodrinkingWater,totLivestock,proximity_hosptial_rd,proximity_embankment_rd,proximity_rail_rd,proximity_local_rd,proximity_arterial_rd,ndbi,population_affected,crop_area_affected,human_lives_lost,roads_dam,bridges_dam,embankment_total,Count_Roads_Bridges_Embankments,Sum_Roads_Bridges_Embankments,Count_Erosion,Sum_Erosion,Count_IM,Sum_IM,Count_new_const,Sum_new_const,Count_repair_rest_imp,Sum_repair_rest_imp,Count_relief_preparation,Sum_relief_preparation,Count_goods,Sum_goods,Count_Total,Sum_Total,Count_SDRF,Sum_SDRF,Count_SOPD,Sum_SOPD,Count_CIDF,Sum_CIDF,Count_LTIF,Sum_LTIF,Count_RIDF,Sum_RIDF
144,0.0005486063524,113.442049,89.39223669,0.1661710259,2025.407439,12256.38019,86.60444077,0.7147560913,0,1,0,0,0,0,1,0,0,0,0,1,0,804,1,12,4,46,431,137,56,1237,4183.307914,0.0006682504927,6271.64068,806.0762325,3625.788327,0.5127695923,19216,2485.35,2,161,83,29,2,39999928,2,198491584,2,39999928,0,0,1,24999931,0,0,0,0,4,238491512,2,39999928,2,198491584,0,0,0,0,0,0
145,0.000649226187,92.20032979,90.02707006,0.8953864618,2080.951332,11187.74168,87.85136311,0.6941409009,1,0,0,0,0,0,1,0,0,0,0,1,0,1953,19,94,41,52,720,588,389,2975,3219.82933,0.0008663727159,13693.72694,431.6529297,6451.121147,0.521776347,247748,8980.5,5,161,83,29,10,452237910,0,0,6,75323432,4,325747231,6,126490679,0,0,0,0,11,482898595,5,68202543,4,102542052,0,0,0,0,2,312154000
146,0.0006294235052,94.15686437,90.22121882,0.3438283787,2008.698695,13378.32127,87.8375301,0.6911697037,1,0,0,0,0,0,1,0,0,0,0,1,0,859,1,13,2,20,339,213,93,1304,3857.92302,0.0008356371884,23013.53111,465.2264155,2901.755597,0.4976317595,15325,1979.5,0,160,83,28,9,746622429,4,169703483,9,167100420,5,687306234,6,92650926,0,0,0,0,17,1005747902,9,167100420,3,145899751,0,0,0,0,4,674385496
147,0.0006292667665,90.59004434,90.04152784,0.8858445567,1915.080949,6134.155749,89.72795603,0.7354164732,1,0,0,0,0,0,1,0,0,0,0,1,0,806,1,47,8,47,372,233,129,1185,3561.278246,0.0009471859282,22094.06076,377.5251598,2907.474161,0.4692774363,19672,1757,1,165,83,27,8,221343343,4,324511851,17,206701518,2,37999890,9,203836915,0,0,0,0,24,663557768,17,206701518,5,418856360,0,0,0,0,2,37999890
148,0.0006517976592,97.89354852,90.43555556,0.5327777778,1971.609033,17488.04511,89.98075014,0.7218950524,1,0,0,0,0,0,1,0,0,0,0,1,0,22,0,0,0,36,8,9,0,48,4510.906603,0.0004949270767,11699.66265,305.4584959,4040.271942,0.5268487136,0,0,0,163,10,23,1,2534000,0,0,1,2534000,0,0,1,2534000,0,0,0,0,1,2534000,1,2534000,0,0,0,0,0,0,0,0
149,0.0002927297562,329.8563281,87.26335124,0.06103448627,1937.533115,7590.192987,89.78529832,0.8298882388,0,1,0,1,0,0,0,0,0,0,0,1,0,50,0,0,0,3,5,2,0,109,8401.975688,9.80E-05,15192.2603,3182.573781,13917.94226,0.4272139517,0,0,0,140,10,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
150,0.0005785689083,105.00798,89.87571482,0.5042950799,1943.477771,21843.21354,88.85073958,0.694299141,0,1,0,0,0,0,1,0,0,0,0,1,0,1104,11,38,35,61,402,399,13,2375,3868.119429,0.0007897569021,5476.872923,366.0886649,2419.392656,0.5401279053,45496,14645,6,160,14,25,33,324379332,3,308802594,25,162142625,9,72947846,27,299920098,0,0,0,0,40,692854956,25,162142625,8,467937723,0,0,0,0,0,0
151,0.0005972939323,108.9295292,90.04136584,0.4560823082,2027.182086,16804.90871,87.25479096,0.6761040966,0,1,0,0,0,0,1,0,0,0,0,1,0,2011,12,46,33,52,967,679,11,4260,4091.825129,0.001011630546,5761.057381,457.397273,4107.512938,0.5342976293,26398,10747.62,4,148,10,26,9,371059127,0,0,5,32276311,3,331921817,6,39137310,0,0,0,0,9,371059127,5,32276311,3,146290816,0,0,0,0,1,192492000
152,0.0006089365295,119.2232792,90.52880176,0.4118736086,2205.816747,10318.7652,82.06359287,0.6364887143,0,1,0,0,0,0,1,0,0,0,0,1,0,1333,8,21,20,24,115,346,7,2855,6874.688131,6.93E-05,7915.623557,1799.288591,7424.739127,0.5239409813,318393,50850.91,4,154,11,24,15,1429466197,9,150368191,16,149350550,3,802678000,13,188538233,0,0,0,0,25,1585754249,16,149350550,4,557049849,0,0,0,0,5,879353850
153,0.0005925715466,100.9737391,89.77299271,0.5477947031,1945.516955,6588.245735,88.05286723,0.6953620421,0,1,0,0,0,0,1,0,0,0,0,1,0,819,8,31,23,84,215,276,8,1735,3789.2956,0.0006309940595,6148.172092,342.552415,4186.519736,0.5438766932,90034,10643,3,163,10,27,20,190278280,7,43601779,17,97118630,4,113026634,16,93676319,0,0,0,0,27,233880059,16,77251646,3,109026634,0,0,0,0,7,43601779
154,0.0006342231455,136.2437157,90.0864665,0.04623930638,2267.776251,9687.709026,85.76428906,0.6823208729,0,1,0,0,0,0,1,0,0,0,0,1,0,835,0,2,2,3,15,150,0,966,5976.88355,4.87E-05,19183.4992,1847.663478,6869.566483,0.536741716,24260,1124,0,2,2,2,3,107154000,0,0,0,0,3,107154000,0,0,0,0,0,0,3,107154000,0,0,3,107154000,0,0,0,0,0,0
155,0.0006094011875,133.0311662,89.30629606,0.09595981603,1971.179279,20076.14947,87.40028031,0.749196618,0,0,0,0,0,0,1,0,0,0,0,1,0,3576,22,202,154,153,1631,1162,15,4545,3073.504585,0.00010666774,6002.477664,488.0122342,4535.691298,0.5011786905,76334,1023.23,1,2,2,2,7,414321851,0,0,4,11151635,5,378942000,3,17066135,0,0,0,0,9,425473486,4,11151635,3,65744351,0,0,0,0,2,348577500
156,0.0005683541278,129.5147922,89.27028002,0.1174529178,1949.470087,30810.52504,87.64583215,0.7532542021,0,0,0,0,0,0,1,0,0,0,0,1,0,3221,55,200,159,167,1231,1159,21,4135,4062.534018,5.94E-05,7707.139035,1704.050042,5541.518777,0.4854629469,55337,1806.93,2,2,2,2,23,400540885,0,0,1,51454218,1,24999985,22,350774185,0,0,0,0,24,451995103,0,0,0,0,22,375540900,0,0,0,0
157,0.0004853542127,174.9668425,87.91622124,0.01305829839,1887.577155,48170.8208,89.44606241,0.7990195207,0,0,0,0,0,0,0,1,0,0,0,1,0,2739,29,115,87,137,805,908,21,3337,4499.335127,0.000122458121,9649.748623,1104.341138,3509.976311,0.4653190229,12495,1431,0,3,2,2,3,170970698,1,19999578,0,0,3,170970698,0,0,0,0,0,0,4,190970276,0,0,1,19999578,0,0,0,0,2,164106000
158,0.000634725535,101.7814643,91.37253628,0.4594753493,1946.633325,6948.727969,75.67346129,0.5977447089,0,0,1,0,0,0,1,0,0,0,0,1,0,1432,7,23,17,49,540,369,0,2118,4801.917389,0.0007886564864,8102.878482,1882.957227,4811.896548,0.5219566512,79908,6878,1,132,6,18,21,760272556,6,309095660,17,203565808,3,414698713,13,272619961,0,0,0,0,28,1074991577,17,203565808,5,562330109,0,0,0,0,5,54864632
159,0.0006649361116,108.7418016,91.5779358,0.1648639529,1970.266982,8884.317913,76.80175775,0.6191284492,0,0,0,0,0,0,1,0,0,0,0,1,0,1931,35,126,97,48,881,466,6,2835,3208.120456,0.0006988898423,6071.16391,1693.363382,4738.02884,0.530047668,22676,1335,3,159,6,18,10,1061589210,1,117653126,17,1102353662,6,503236309,3,534347155,0,0,0,0,27,2580740158,15,1037186442,3,140440126,0,0,0,0,4,476048000
160,0.0006513651275,113.8136899,90.93123784,0.1579510725,2036.802476,9183.645447,75.15150838,0.5899084311,0,0,0,0,0,0,1,0,0,0,0,1,0,1345,5,23,16,32,728,334,0,1933,5963.767332,8.99E-05,10380.09896,3631.950928,9083.092639,0.5261414458,53127,2392.11,2,133,6,17,11,392554289,3,76822478,23,1338934380,2,150100811,4,328235761,0,0,0,0,30,1656668670,23,1338934380,4,85278625,0,0,0,0,1,1510972
161,0.0006139283388,118.9521189,89.74718559,0.2308497775,1966.134744,35187.62684,87.92004783,0.7233659489,0,0,0,0,0,0,1,0,0,0,0,1,0,1956,25,131,88,175,634,496,4,2859,1951.315693,0.001089387482,8750.661948,295.0399119,2635.652088,0.5313473791,7411,920.5,2,132,6,18,8,98169525,2,48856297,12,557301700,2,18779853,4,38590903,0,0,0,0,15,624937850,11,557301700,0,0,0,0,0,0,2,48856297
162,0.0006174896527,103.696321,89.86236399,0.5802803,1873.988455,21150.83878,87.94216574,0.7149736682,0,1,0,0,0,0,1,0,0,0,0,1,0,1331,5,19,12,177,498,413,0,2123,2614.059145,0.0007975191802,6749.309445,238.1465802,2431.804005,0.5380525796,13525,734.44,1,143,6,17,13,542686884,0,0,2,5268000,3,164107000,10,378579884,0,0,0,0,13,542686884,2,5268000,1,0,0,0,0,0,2,164107000
163,0.0006381209804,111.5889528,89.83274797,0.2204791574,1909.664297,41813.81066,87.34528058,0.7282216343,0,0,0,0,0,0,1,0,0,0,0,1,0,1457,1,20,11,84,678,419,0,2265,2241.745965,0.0003204610698,11771.25825,201.9747256,2053.635561,0.5355499642,1844,292.43,0,154,6,17,4,153247526,0,0,5,92203926,1,64777000,2,45999778,0,0,0,0,6,156980926,3,88470526,0,0,0,0,0,0,1,64777000
164,0.0005557722651,144.5989326,88.55992695,0.2066214397,1975.401002,51310.24783,88.67021023,0.7523203268,0,1,0,0,0,0,0,1,0,0,0,1,0,1981,18,102,70,93,721,489,1,2897,2736.114316,0.0007713217538,7350.423711,942.262319,1964.347381,0.4960250349,564,610,0,133,6,17,8,279530207,1,19924725,12,103056382,4,182033935,5,120143917,0,0,0,0,19,370735386,11,90056527,2,99459398,0,0,0,0,2,153667725
165,0.0006714168854,95.82588564,89.91973865,1.320096554,1863.321787,9384.884282,88.07444469,0.698364962,0,0,0,0,0,0,1,0,0,0,0,1,0,1495,5,14,35,77,690,300,5,4823,3979.038087,0.000898272884,9000.260309,719.5392364,1975.764685,0.5496422133,6463,1858.5,2,76,3,52,14,269660744,0,0,10,167997232,4,101663512,7,154329783,0,0,0,0,14,269660744,10,167997232,4,101663512,0,0,0,0,0,0
166,0.0006148324099,93.20445728,89.6519003,1.326334595,1867.618246,4939.397668,88.35974709,0.6778112538,0,0,0,0,0,0,1,0,0,0,0,1,0,1456,17,46,70,31,121,271,23,4415,2703.945078,0.001701218102,9082.978274,313.6042203,2804.707091,0.5478192064,6292,4365,2,76,3,48,20,366397566,3,151807248,20,381862748,2,135900000,14,334305455,0,0,0,0,23,518204814,20,381862748,2,135900000,0,0,0,0,1,442066
167,0.0005799487287,105.5641999,89.44607718,0.5587896976,1806.409736,13007.29962,89.17010514,0.7089908043,0,0,0,0,1,0,0,0,0,0,0,1,0,1172,0,13,24,13,313,288,2,3707,2612.340367,0.0003435560395,4659.212726,587.4341174,1073.681208,0.5430474498,1257,324.5,0,75,3,48,0,0,4,207445632,4,57967164,0,0,4,57967164,0,0,0,0,8,265412796,4,57967164,2,198337432,0,0,0,0,2,9108200
168,0.0005593379393,106.2813494,89.58297866,0.2740257306,1826.437627,7943.234848,89.18103362,0.7239864077,0,1,0,0,1,0,0,0,0,0,0,1,0,1843,25,103,110,144,575,422,39,5672,2368.998519,6.42E-05,4466.511679,423.8459521,2084.065202,0.5348617619,20499,359.5,2,79,3,48,34,602984128,3,40559628,15,170653683,17,308802607,7,218328579,0,0,0,0,38,657543520,15,170653683,2,103462746,0,0,0,0,8,286930230
169,0.000659649804,100.2130384,89.73902108,0.4470303698,1731.393898,18045.76299,89.19989527,0.7159411898,0,0,0,0,1,0,0,0,0,0,0,1,0,1174,5,10,19,7,143,210,38,1643,2202.117749,0.0005000695101,8180.555516,307.1744156,3236.06291,0.5270442118,45948,3364.85,1,73,2,44,2,64652129,0,0,3,60999716,1,47652395,2,43999982,0,0,0,0,4,108652111,3,60999716,1,47652395,0,0,0,0,0,0
170,0.000575230353,102.2787234,89.64745378,0.8399020801,1588.562099,24611.60115,89.25691721,0.6963086956,0,0,0,0,1,0,0,0,0,0,0,1,0,2115,13,124,280,190,725,424,375,3081,2155.184315,4.34E-05,7019.290671,252.6041862,2589.765805,0.550134192,2455,1232,0,73,2,30,4,67875034,0,0,2,39799034,2,28076000,3,55075979,0,0,0,0,4,67875034,2,39799034,2,28076000,0,0,0,0,0,0
171,0.0004692944815,151.9747629,88.79173476,0.05517168988,1649.924015,35034.85129,89.22959159,0.7873355878,0,0,0,0,1,0,0,0,0,0,0,1,0,1217,15,56,93,189,404,212,125,1771,4220.107476,5.06E-05,7270.647912,726.7492465,3244.860013,0.4761275725,0,0,0,74,2,28,4,107816108,5,1342191,3,38918108,1,68898000,1,9920000,0,0,0,0,9,109158299,2,28998108,1,9920000,0,0,0,0,6,70240191
172,0.0005632259856,82.24121942,89.82960268,0.5843599773,1572.288514,7905.125321,84.40146988,0.6717508721,0,0,0,0,0,0,1,0,0,0,0,1,0,1581,1,9,4,117,414,531,3,2237,6031.91687,0.0004955989835,19519.02404,2897.773703,5926.14874,0.5053811919,312243,7406.5,15,83,6,4,5,235167268,0,0,3,12989400,2,24612868,5,224976400,0,0,0,0,6,235167268,0,0,4,37602268,0,0,0,0,1,197565000
173,0.0006369071733,82.91653176,91.07631233,0.4142364829,1602.288252,3702.314478,83.11696812,0.5845496898,0,0,0,0,0,0,1,0,0,0,0,1,0,860,0,4,1,249,423,280,0,1174,6091.90294,0.0003914868308,12006.98223,1757.061115,8601.338494,0.5263692,93489,3714.94,1,82,6,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
174,0.0006164678718,89.04456667,89.62194679,0.2691016625,1603.625978,12403.89417,89.37799237,0.7017446234,0,0,0,0,0,0,1,0,0,0,0,1,0,1191,8,26,26,14,598,338,9,1635,2048.370873,0.0003298386269,5575.640418,233.6733832,2792.731671,0.5376028776,30259,1308,0,82,6,2,1,49864000,0,0,0,0,1,49864000,0,0,0,0,0,0,1,49864000,0,0,0,0,0,0,0,0,1,49864000
175,0.0005709273428,105.8683455,89.52923557,0.6267371103,1496.461187,9757.225811,88.77157626,0.6995669391,0,0,0,0,1,0,0,0,0,0,0,1,0,3104,22,211,153,18,964,818,30,4217,2901.44195,3.10E-05,7255.120924,239.7934609,3132.748339,0.5382527497,7414,984.3,0,88,6,13,14,452763519,2,205445061,8,70831347,11,307248773,9,272556413,0,0,0,0,18,661116280,7,67923647,3,62295187,0,0,0,0,4,314017320
176,0.0005750391793,104.070253,89.12403955,0.08938451161,1493.438409,6734.407205,89.40786595,0.7463821933,0,0,0,0,0,0,1,0,0,0,0,1,0,1144,10,24,24,372,359,342,11,1614,3287.635091,7.93E-05,7610.640506,408.542358,2540.437769,0.4982114087,16102,1981.6,0,82,6,2,1,7689298,0,0,1,7689298,0,0,1,7689298,0,0,0,0,1,7689298,0,0,1,7689298,0,0,0,0,0,0
177,0.0005462507194,133.6661007,89.36436974,0.356085468,1323.833637,10690.80264,88.23336059,0.6901197763,0,0,0,0,1,0,0,0,0,0,0,1,0,2033,0,16,8,6,930,613,4,2731,8451.113543,1.64E-05,8133.487567,382.6141642,4359.565952,0.5459280524,0,2243.14,1,82,6,2,4,144960000,3,60525994,1,10992240,3,134437000,1,10523000,0,0,0,0,8,216478234,1,10992240,2,61175748,0,0,0,0,3,134437000
178,0.0004394568027,245.7217242,87.62973529,0.01293978654,1139.497644,35220.54543,89.85279663,0.791918491,0,1,0,0,1,0,0,0,0,0,0,1,0,2081,16,106,41,121,500,339,220,5879,9037.586838,1.73E-05,10964.26424,1827.605113,6475.043505,0.4623649921,3195,0,1,77,2,0,0,0,3,79173746,0,0,1,59214778,0,0,0,0,0,0,3,79173746,0,0,0,0,0,0,0,0,2,19958968
179,0.0003854671253,388.3657572,87.43088335,0.01171535742,1304.99721,21660.95005,89.75439156,0.8454397575,0,1,0,0,0,0,1,0,0,0,0,1,0,673,0,1,0,219,111,86,40,2000,11724.01737,4.06E-05,22721.92478,2934.725294,9779.891139,0.4296465603,0,25,1,77,2,0,0,0,7,195167156,8,91492501,0,0,0,0,0,0,0,0,15,286659657,8,91492501,4,154311291,0,0,0,0,3,40855865
180,0.0003718738417,404.7351287,87.60492217,0,1203.46733,16292.56498,88.83098684,0.827536629,1,0,0,0,0,0,0,1,0,0,0,1,0,634,0,17,6,12,314,37,259,481,8254.363404,2.75E-05,26043.48767,1359.601851,3772.009386,0.4571929831,0,0,0,26,9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
181,0.0002464279077,825.3203843,86.60629614,0,1573.207559,31058.77641,89.96050366,0.8577507491,0,0,0,0,1,0,0,0,0,0,0,1,0,401,4,17,11,12,68,32,162,250,8985.435953,2.96E-05,9196.638228,2745.685967,7957.019028,0.4053243723,4804,1065.5,2,58,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
182,0.0002476921094,810.5821511,87.43824757,0,1244.157093,9217.855803,89.96609031,0.8566534635,0,0,0,0,1,0,0,0,0,0,0,1,0,193,2,8,8,13,36,14,72,136,15766.90835,2.02E-05,14905.85544,1246.338935,12030.15093,0.4068600611,0,0,0,26,9,0,0,0,0,0,1,11881457,0,0,0,0,0,0,0,0,1,11881457,1,11881457,0,0,0,0,0,0,0,0
183,0.0003834965616,414.3560833,87.54290835,0,1262.612304,26418.22147,89.96638752,0.8345479758,1,0,0,0,1,0,0,0,0,0,0,1,0,240,0,12,6,1,53,25,92,158,8082.468479,1.79E-05,10648.49044,1238.541321,4913.345885,0.4448749713,0,0,0,26,9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
184,0.0003561328111,255.3450909,87.41025368,1.104362556,1900.33182,13499.45619,88.92292332,0.7794276589,0,0,0,1,0,0,0,0,0,0,0,1,0,2385,53,269,179,336,687,990,1297,1665,7504.676116,0.0002057636894,8565.053718,2874.84248,4964.064194,0.4405584971,230435,4679.1,8,60,11,5,13,252512032,0,0,5,28478951,3,129212115,10,123299917,0,0,0,0,13,252512032,5,28478951,3,84321000,0,0,0,0,1,63964000
185,0.0005114383437,68.25612504,88.45467604,0.5975982154,1928.83029,10878.72197,88.326163,0.7289986768,0,0,0,1,0,0,0,0,0,0,0,1,0,5981,230,641,381,338,1488,2558,3368,4349,3461.199102,0.0008796705539,8075.178829,610.6689125,2173.332074,0.4939709167,726023,2299,26,65,11,16,25,1332288684,3,97418568,10,206472493,4,96252000,13,1096811031,0,0,0,0,28,1429707252,10,206472493,12,1157229759,1,4520000,0,0,2,57485000
186,0.000377231438,287.2625827,87.3023717,0.1014382809,1888.962224,16125.37024,89.91119785,0.8171609405,0,0,0,1,0,0,0,0,0,0,0,1,0,1428,32,138,82,586,349,579,769,1016,4405.771005,0.0002320286255,9348.109479,1847.732639,4708.211848,0.448190017,57723,1106.26,6,55,11,8,35,818563361,7,152219139,19,1902038481,19,2388746572,22,344324946,0,0,0,0,48,2800894007,15,111530224,14,2223961678,4,27263022,0,0,4,197170411
187,0.0004558609035,116.8092303,87.20411659,0.1976102283,2019.977137,13111.33637,89.555016,0.8016596142,0,0,0,1,0,0,0,0,0,0,0,1,0,2755,54,233,110,48,940,1162,1518,2000,6843.603627,0.0006035381845,25959.69086,2761.090238,6160.621522,0.4540200467,293413,2915,8,26,11,25,14,310516524,10,192127692,11,237517724,3,72998800,13,208458827,0,0,0,0,24,502644216,11,237517724,11,194177767,0,0,0,0,1,60999000
188,0.0005029212465,64.27256296,87.89251466,0.308522224,1750.987296,5971.839736,89.38146765,0.7775885665,1,0,0,1,0,0,0,0,0,0,0,1,0,3653,120,343,245,428,988,1530,1958,2557,4895.668807,0.0003991590937,8018.904075,802.6274577,3692.677282,0.4758024039,171429,10060,7,65,12,11,14,294944737,9,290337328,12,151466381,3,135069000,15,205560603,0,0,0,0,24,597216561,12,151466381,9,300421688,0,0,0,0,2,132378545
189,0.0006429737121,23.37150115,89.46846042,1.39636035,2364.131789,19725.06153,88.05452144,0.6959847207,0,0,0,0,0,0,1,0,0,0,0,1,0,2632,148,353,192,408,828,1015,994,1882,2758.841498,0.0007328689655,2886.476415,245.2681238,838.6665797,0.5147736945,176471,947.2,1,47,3,23,9,117741107,1,14957173,5,114947951,4,54418204,5,78787835,0,0,0,0,13,238242632,4,64810078,5,99871726,0,0,0,0,1,9952957
190,0.0005404263016,28.09353112,89.1298453,1.217994555,2491.397905,7565.264863,89.45809358,0.7093966286,0,0,0,0,0,0,1,0,0,0,0,1,0,1395,68,183,95,277,297,540,520,961,3126.807267,0.0008287191403,3442.17719,242.2996906,1770.283271,0.4872062476,51606,314.22,2,38,4,20,11,422551743,1,29991133,7,346828784,2,182459000,10,415051743,0,0,0,0,12,452542876,6,171869784,4,232248111,0,0,0,0,1,44425000
191,0.0005724264325,30.40164095,88.91319645,1.249001605,2402.441777,22694.28774,89.20024286,0.7005587479,0,0,0,0,0,0,1,0,0,0,0,1,0,1902,78,251,122,115,244,751,716,1378,3266.60635,0.0005017217101,4506.239409,215.6588475,2460.54947,0.5098651533,144113,1253.48,6,52,3,18,4,51454627,1,9565936,4,51454627,0,0,4,51454627,0,0,0,0,5,61020563,4,51454627,0,0,0,0,0,0,1,9565936
192,0.0004689426109,57.98452933,88.1084344,0.1638042736,2092.025139,56009.47344,89.74592979,0.7702772592,0,0,0,1,0,0,0,0,0,0,0,1,0,2289,9,216,35,229,423,872,864,1554,3555.274326,0.0003722621431,8447.598025,595.1843935,2500.355191,0.4817520625,155407,783.35,6,61,3,24,43,841742865,34,1543152741,28,464231315,7,323111706,61,1939129964,0,0,0,0,77,2384895606,26,452731496,32,1685971544,0,0,0,0,7,145132110
193,0.0004409641925,58.13548692,88.56863776,0.6035769039,2180.130617,47626.97654,88.78282281,0.7445704169,0,0,0,1,0,0,0,0,0,0,0,1,0,2672,29,315,109,305,684,1031,957,1837,3711.471693,0.0005046514361,6764.536889,461.1423157,2248.224743,0.4855048808,51140,3671.3,1,79,3,31,9,178745449,16,798495694,6,127994793,4,167983647,14,623001082,0,0,0,0,26,1004896300,6,127994793,12,700070180,0,0,0,0,3,131699457
194,0.0005292573183,28.54834873,89.06744855,1.595604791,2336.158421,12026.58748,88.63180598,0.6745296658,0,0,0,0,0,0,1,0,0,0,0,1,0,976,12,139,70,229,338,409,573,849,2163.221293,0.0001831035627,2595.715541,254.1232327,1810.223113,0.5187622054,326369,1489,2,123,1,16,11,450353850,1,60812443,6,88447221,4,341907000,1,19999629,0,0,0,0,12,511166293,6,88447221,1,60812443,0,0,0,0,1,44955000
195,0.0005215122568,32.26389337,88.6980434,0.7051404921,2369.792305,24212.10352,89.23590306,0.7056392488,0,0,0,1,0,0,0,0,0,0,0,1,0,1452,41,186,114,159,357,579,778,1188,3023.390514,0.0001223277108,4681.809348,248.6355593,1422.805083,0.5171703482,106206,1317.85,2,107,0,5,14,551338766,5,112268857,13,176918167,4,201492554,15,485925263,0,0,0,0,24,815981535,13,176918167,7,558293693,0,0,0,0,3,74269962
196,0.0005214035824,44.56180724,88.38720425,0.3081028248,2109.802854,35351.73342,89.64688329,0.7385255832,0,0,0,0,0,0,1,0,0,0,0,1,0,1886,67,235,143,150,547,776,1108,1615,2973.019899,0.0005760522487,5254.224176,419.3027188,2235.599944,0.4894049746,74470,1627.72,1,109,0,5,4,91805170,0,0,3,42726679,1,50988000,4,62544479,0,0,0,0,5,113532479,3,42726679,0,0,0,0,0,0,1,50988000
197,0.0004370088806,100.9100965,87.93847763,0.0239196262,2081.533867,50259.03129,89.79882558,0.8027321179,1,0,0,1,0,0,0,0,0,0,0,1,0,1590,2,127,32,202,572,633,911,1357,6128.615403,0.0004058887225,6308.167558,1288.637381,3502.419063,0.4624369933,1338,846.5,3,144,0,7,6,168497636,2,54225140,1,5400000,4,145312636,3,27590229,0,0,0,0,8,222722776,1,5400000,2,51878636,0,0,0,0,2,82667321
198,0.0005260034492,78.4077786,88.79637981,0.1647950757,2875.260465,21204.95788,89.60729936,0.7475561011,0,1,0,0,0,0,1,0,0,0,0,1,0,1184,14,158,100,0,1,327,13,1409,2193.060144,0.0001391321656,2400.060222,418.7026717,2124.034484,0.509868983,28725,266,0,218,54,34,4,117932000,0,0,2,12383000,1,56500000,3,61432000,0,0,0,0,4,117932000,2,12383000,1,49049000,0,0,0,0,1,56500000
199,0.0005637637681,57.38046794,89.20416796,0.2603738107,2596.187304,6779.392749,77.86130322,0.6050893488,0,1,0,0,0,0,1,0,0,0,0,1,0,994,7,138,37,63,235,280,7,1218,2720.324791,8.71E-05,3765.800348,1163.014512,3597.096343,0.5020972996,191261,2213.5,1,189,54,34,5,40867422,0,0,3,21575432,0,0,5,40867422,0,0,0,0,5,40867422,3,21575432,2,19291990,0,0,0,0,0,0
200,0.0006099757621,47.28210772,89.7058783,0.5962434608,2651.284906,6077.431705,88.49506064,0.693820006,0,1,0,0,0,0,1,0,0,0,0,1,0,2413,35,327,296,184,919,671,24,2879,2289.957663,0.0002183786527,7342.658623,310.0930811,2559.805445,0.5172087956,166318,14316.11,1,244,61,43,9,154164337,1,4499845,7,55912845,5,95254600,6,63409582,0,0,0,0,11,158664182,6,51413000,2,13750737,0,0,0,0,2,89000600
201,0.0005486585368,51.12030584,89.56295553,0.1959482007,2889.982702,24340.91566,88.7337592,0.6749442177,0,1,0,0,0,0,1,0,0,0,0,1,0,472,5,52,42,0,0,138,7,582,2107.819381,7.18E-05,4534.222718,220.0363304,5146.877391,0.5625970274,0,0,0,172,54,33,0,0,0,0,1,9999585,0,0,1,9999585,0,0,0,0,1,9999585,1,9999585,0,0,0,0,0,0,0,0
202,0.0006527797474,48.59761595,89.84331008,0.4273202579,2678.796216,6095.741474,88.42181822,0.672647532,0,0,0,0,0,0,1,0,0,0,0,1,0,1073,3,158,121,36,342,301,3,1291,2032.045203,0.0001098358183,5084.778858,297.5134803,2407.072851,0.5309016087,103609,5906.66,3,218,61,33,6,47072000,2,16827608,6,47072000,2,7334000,8,63899608,0,0,0,0,8,63899608,6,47072000,2,16827608,0,0,0,0,0,0
